Año,Trimestre,Provincia,Accesos por cada 100 hogares,Accesos por cada 100 hab
2018,4,Neuquén,59.0691692663678,17.5833620329143
2018,4,Río Negro,51.8614034542606,15.9520334449713
2018,4,Salta,39.8016100697381,9.63988499012216
2018,4,San Juan,31.8962520702558,8.12506754829948
2018,4,San Luis,67.5504536976004,19.3325493092293
2018,4,Santa Cruz,23.6891941006561,7.04908001650705
2018,4,Santa Fe,65.5870688619156,20.6237364064387
2018,4,Santiago Del Estero,37.4007259512934,9.2821177795649
2018,4,Tierra Del Fuego,93.5925708620794,27.7487853158179
2018,4,Tucumán,41.7579696387777,10.3441204364396
2018,3,Buenos Aires,64.4405675975205,20.9590874010485
2018,3,Capital Federal,108.445914110219,45.3770920456075
2018,3,Catamarca,32.9159453741104,8.37304655008758
2018,3,Chaco,32.2831008330776,8.62858350951374
2018,3,Chubut,56.391745852269,17.2863082293932
2018,3,Córdoba,64.2421002602934,19.6691574967699
2018,3,Corrientes,34.2499388738322,9.01894817024788
2018,3,Entre Ríos,50.2220138583775,15.0162082107412
2018,3,Formosa,29.5765734288784,7.52794981031211
2018,3,Jujuy,23.2637001371955,5.9491656472258
2018,3,La Pampa,71.7502365184484,23.6405627895773
2018,3,La Rioja,50.7330431805956,13.5054845201924
2018,3,Mendoza,37.9905972679962,10.6019692319668
2018,3,Misiones,32.103666418059,8.74450949017475
2018,3,Neuquén,60.4866167439691,18.0054517097913
2018,3,Río Negro,50.5426480870375,15.5465724582987
2018,3,Salta,39.4274134206841,9.54934134172116
2018,3,San Juan,33.0514165039238,8.41935795556925
2018,3,San Luis,52.3531149755192,14.9833598756571
2018,3,Santa Cruz,32.7278502945593,9.7389874592526
2018,3,Santa Fe,63.4096146162309,19.9391069827321
2018,3,Santiago Del Estero,36.2496169780513,8.99651744351393
2018,3,Tierra Del Fuego,92.7719183939406,27.5060216962167
2018,3,Tucumán,41.6810135952876,10.325137534987
2018,2,Buenos Aires,62.7822665109499,20.3745823244351
2018,2,Capital Federal,106.534941281467,44.632577746788
2018,2,Catamarca,32.8575008674866,8.35838388395506
2018,2,Chaco,31.2517049960349,8.35312361429173
2018,2,Chubut,54.9023033373551,16.8304851291441
2018,2,Córdoba,63.2743661231958,19.373198551696
2018,2,Corrientes,33.8097539088117,8.90324738534082
2018,2,Entre Ríos,49.2026118705284,14.7116484535059
2018,2,Formosa,29.434226520797,7.4919076165093
2018,2,Jujuy,23.4322027298545,5.99239747680142
2018,2,La Pampa,71.0403378727806,23.407010658268
2018,2,La Rioja,50.9778907392324,13.5709228844089
2018,2,Mendoza,36.9728727240613,10.318226443151
2018,2,Misiones,31.6309076822218,8.61598877251767
2018,2,Neuquén,60.2367916140203,17.9318778103692
2018,2,Río Negro,50.1478946239634,15.4255830893773
2018,2,Salta,39.9371920998973,9.67310280884578
2018,2,San Juan,32.9466488486842,8.39284171164165
2018,2,San Luis,15.1504244913514,4.33613750896293
2018,2,Santa Cruz,33.3323645100661,9.91958805094006
2018,2,Santa Fe,62.5707923995744,19.6755915306821
2018,2,Santiago Del Estero,35.2564642111642,8.75016058933937
2018,2,Tierra Del Fuego,91.6051962953856,27.1623165159911
2018,2,Tucumán,41.5125631700174,10.2836712071486
2018,1,Buenos Aires,62.6262116616845,20.2796529105795
2018,1,Capital Federal,106.235671745868,44.5629613204179
2018,1,Catamarca,32.7936161374153,8.34209853727587
2018,1,Chaco,30.8299276457025,8.240328535252
2018,1,Chubut,53.7156048824891,16.4663265563409
2018,1,Córdoba,63.5171696520162,19.4473810733398
2018,1,Corrientes,32.6634608731751,8.60133260210877
2018,1,Entre Ríos,48.6812024178572,14.5556734563254
2018,1,Formosa,21.4043102592114,5.44800982825826
2018,1,Jujuy,23.1212608756775,5.91282950582615
2018,1,La Pampa,71.751636922758,23.6412486623102
2018,1,La Rioja,51.4435101124481,13.6947700631199
2018,1,Mendoza,37.0721511024033,10.3458430919679
2018,1,Misiones,30.9567358844696,8.43227841660731
2018,1,Neuquén,61.5173903515637,18.3128386973519
2018,1,Río Negro,49.8168613122324,15.3235670915437
2018,1,Salta,39.7755916329188,9.63384544384639
2018,1,San Juan,32.6091774516929,8.30680071057099
2018,1,San Luis,15.1487903482749,4.33561502267505
2018,1,Santa Cruz,33.5527598985762,9.98473486255572
2018,1,Santa Fe,62.2819984430096,19.5846823687574
2018,1,Santiago Del Estero,34.9882694482421,8.68350419053065
2018,1,Tierra Del Fuego,65.1996370235935,19.3315233343117
2018,1,Tucumán,41.1760093888662,10.2001773500551
2017,4,Buenos Aires,57.6096152902582,18.6146492483549
2017,4,Capital Federal,122.89742418735,51.6167209151056
2017,4,Catamarca,28.6209500939249,7.28060041922938
2017,4,Chaco,30.8081581112365,8.23450197946808
2017,4,Chubut,51.4630962674935,15.7758159308052
2017,4,Córdoba,63.3326256520777,19.3908577867931
2017,4,Corrientes,32.5151183111876,8.56226362030962
2017,4,Entre Ríos,47.8852452937468,14.3176351801836
2017,4,Formosa,21.2709766892497,5.41406007215144
2017,4,Jujuy,22.742083716267,5.81583543877829
2017,4,La Pampa,71.0497610637856,23.4099297739188
2017,4,La Rioja,51.5684744054618,13.7279656603595
2017,4,Mendoza,33.3256255341505,9.30028099444051
2017,4,Misiones,31.1421848537985,8.48278947789551
2017,4,Neuquén,61.242323177851,18.2308851652642
2017,4,Río Negro,49.3756297682453,15.1878136627227
2017,4,Salta,39.796242471459,9.63881653575366
2017,4,San Juan,30.2999291912817,7.71852860282045
2017,4,San Luis,10.5867310697542,3.0299272402738
2017,4,Santa Cruz,28.9124928828068,8.60382164860814
2017,4,Santa Fe,61.7127712196729,19.405680474329
2017,4,Santiago Del Estero,29.1263861095011,7.22868794966673
2017,4,Tierra Del Fuego,59.8941359626362,17.7584933530281
2017,4,Tucumán,39.8968735176797,9.8832869606512
2017,3,Buenos Aires,55.6293833953396,17.9358709735921
2017,3,Capital Federal,121.858325909693,51.2444496511116
2017,3,Catamarca,32.4909256779052,8.26509123497419
2017,3,Chaco,29.9759256476576,8.01210373802466
2017,3,Chubut,46.2153774665184,14.1673718358536
2017,3,Córdoba,62.3070022529633,19.0769539156083
2017,3,Corrientes,32.165435745938,8.4702126705405
2017,3,Entre Ríos,45.9581216701772,13.741494179292
2017,3,Formosa,21.3503843800708,5.43429504811395
2017,3,Jujuy,22.6453629950826,5.79114280051213
2017,3,La Pampa,69.1399370114264,22.7808079768561
2017,3,La Rioja,51.465252304947,13.7006510798107
2017,3,Mendoza,35.7049317772057,9.96432346586244
2017,3,Misiones,30.2059909330319,8.22783358937152
2017,3,Neuquén,60.8304131050389,18.1084813517863
2017,3,Río Negro,48.5186589395006,14.9243619077237
2017,3,Salta,39.8397008069074,9.64942748439008
2017,3,San Juan,32.3668893599598,8.24511556549592
2017,3,San Luis,15.4778617902981,4.42980917494065
2017,3,Santa Cruz,33.2918297165896,9.90736656374063
2017,3,Santa Fe,60.9063556345152,19.1521648988496
2017,3,Santiago Del Estero,35.1210448843849,8.71651583615132
2017,3,Tierra Del Fuego,65.7418047343459,19.4927643968679
2017,3,Tucumán,39.6953791612326,9.83344845550024
2017,2,Buenos Aires,56.2721441616913,18.1041564810005
2017,2,Capital Federal,124.061393756425,52.236738675121
2017,2,Catamarca,25.9771210676835,6.60818568741958
2017,2,Chaco,29.0455247754534,7.76358719866201
2017,2,Chubut,35.5460111791441,10.8971148834405
2017,2,Córdoba,58.9735289080036,18.0566153106088
2017,2,Corrientes,31.386121368355,8.26516561613311
2017,2,Entre Ríos,45.3893310282472,13.5716635856636
2017,2,Formosa,19.965076445262,5.08181870616855
2017,2,Jujuy,22.4034158946241,5.72941710564843
2017,2,La Pampa,63.4935264809968,20.9208113683245
2017,2,La Rioja,16.2034458061436,4.31364137112834
2017,2,Mendoza,31.7586053613908,8.86323196292613
2017,2,Misiones,30.0892480250859,8.19626218117457
2017,2,Neuquén,61.9101342766616,18.4306345952835
2017,2,Río Negro,46.0208051229332,14.1565144707972
2017,2,Salta,32.7394202636262,7.9299418666242
2017,2,San Juan,26.964616120247,6.86906267170671
2017,2,San Luis,9.5139703148683,2.72299969919519
2017,2,Santa Cruz,26.2486198287096,7.81200042630289
2017,2,Santa Fe,52.2696112396987,16.4365192755623
2017,2,Santiago Del Estero,14.118988073972,3.50415323861831
2017,2,Tierra Del Fuego,68.4632207595576,20.3013051150784
2017,2,Tucumán,38.1862336563929,9.45982373143856
2017,1,Buenos Aires,58.5740024492033,18.8048550310117
2017,1,Capital Federal,108.369208365608,45.687714654171
2017,1,Catamarca,25.6593508380215,6.52734131816727
2017,1,Chaco,28.6216605384279,7.65022534015797
2017,1,Chubut,35.662220237763,10.9325033920258
2017,1,Córdoba,57.6533295928744,17.6522425706022
2017,1,Corrientes,30.9406001096441,8.14778714678486
2017,1,Entre Ríos,44.9072736870412,13.4274342450088
2017,1,Formosa,19.8424891786459,5.05059092168821
2017,1,Jujuy,22.7569859622323,5.81976940765058
2017,1,La Pampa,62.6692810457516,20.64904971243
2017,1,La Rioja,16.1955241460542,4.31144439366078
2017,1,Mendoza,31.8430127701797,8.88670624572537
2017,1,Misiones,29.522202363131,8.04171321055632
2017,1,Neuquén,61.0230200678275,18.1662540084548
2017,1,Río Negro,46.0295387411952,14.1589456556382
2017,1,Salta,32.5754893148231,7.89012629128218
2017,1,San Juan,27.0367609884239,6.88739031200583
2017,1,San Luis,9.5455001936789,2.73198352638775
2017,1,Santa Cruz,26.5249917378546,7.89382704275053
2017,1,Santa Fe,51.9701076920804,16.3422547458363
2017,1,Santiago Del Estero,14.7021194933686,3.648850889801
2017,1,Tierra Del Fuego,68.9197485128813,20.4354867056667
2017,1,Tucumán,37.900160758941,9.38885279995182
2016,4,Buenos Aires,61.2365874303569,18.5786407358338
2016,4,Capital Federal,120.631331736324,45.7837382772723
2016,4,Catamarca,26.5435155899619,6.7208130408733
2016,4,Chaco,28.7866560852553,7.65324009589054
2016,4,Chubut,36.072905464279,10.959254911599
2016,4,Córdoba,57.696719154379,17.5712914597652
2016,4,Corrientes,30.9810703764977,8.11989603111693
2016,4,Entre Ríos,45.208402854677,13.4519827391907
2016,4,Formosa,19.8482360781639,5.02928480990009
2016,4,Jujuy,22.6513870082414,5.75880438439226
2016,4,La Pampa,63.016182768654,20.6707608364078
2016,4,La Rioja,16.4553163840162,4.35056208536871
2016,4,Mendoza,32.10735338479,8.91094173348024
2016,4,Misiones,29.7201498077974,8.04702456742802
2016,4,Neuquén,60.8736672281991,17.9932474938908
2016,4,Río Negro,46.3852103506557,14.1702506094807
2016,4,Salta,32.6941197393755,7.86548754842606
2016,4,San Juan,27.2924214521971,6.91328731665229
2016,4,San Luis,9.64068243537056,2.74102682939389
2016,4,Santa Cruz,27.0467602148458,7.94078021526284
2016,4,Santa Fe,52.191050237189,16.3450119715011
2016,4,Santiago Del Estero,15.0678475104333,3.71972042933157
2016,4,Tierra Del Fuego,70.3052659053947,20.5713238639236
2016,4,Tucumán,37.9807622036193,9.34955339748364
2016,3,Buenos Aires,60.1432954546882,18.2953085979519
2016,3,Capital Federal,120.772877751015,45.854720267722
2016,3,Catamarca,26.4806767574637,6.72059087375157
2016,3,Chaco,28.910749068481,7.7068778032764
2016,3,Chubut,36.1786944287865,11.0411695849893
2016,3,Córdoba,58.243816258032,17.7855048043124
2016,3,Corrientes,31.0668788260512,8.16172673090231
2016,3,Entre Ríos,45.4351408844733,13.5523719961486
2016,3,Formosa,18.6397083028628,4.73374802305046
2016,3,Jujuy,22.6051542652569,5.76400350138348
2016,3,La Pampa,61.7317854365091,20.2948293814121
2016,3,La Rioja,17.0745591064841,4.52988708727993
2016,3,Mendoza,32.0883588456665,8.93044444956212
2016,3,Misiones,29.9053857758982,8.12165282352103
2016,3,Neuquén,60.2148508885395,17.8621510152284
2016,3,Río Negro,46.3879653621594,14.2202015652272
2016,3,Salta,32.9558316811803,7.95537239122445
2016,3,San Juan,27.3171271359908,6.93918862981469
2016,3,San Luis,9.63053968688516,2.74724252738872
2016,3,Santa Cruz,26.8352018954507,7.93248460752977
2016,3,Santa Fe,52.6721503688625,16.5293619323644
2016,3,Santiago Del Estero,15.3296465784729,3.79448087117706
2016,3,Tierra Del Fuego,68.9404924910074,20.3071031925247
2016,3,Tucumán,37.8973634102384,9.35861636036972
2016,2,Buenos Aires,59.3385267910581,18.0986845682896
2016,2,Capital Federal,120.039535048253,45.5937571210413
2016,2,Catamarca,26.0741880597406,6.6329805701326
2016,2,Chaco,28.5935505552226,7.64289673329407
2016,2,Chubut,36.1243856555634,11.0748247879331
2016,2,Córdoba,57.5479805282864,17.6203480143202
2016,2,Corrientes,30.5801620466166,8.05303989383131
2016,2,Entre Ríos,44.7388745451874,13.3773061346933
2016,2,Formosa,19.370070664564,4.93043941201745
2016,2,Jujuy,21.8882810435767,5.59776138470153
2016,2,La Pampa,60.4368602573793,19.9138554042725
2016,2,La Rioja,16.8789026111115,4.49348905893409
2016,2,Mendoza,32.1259717944259,8.96594364845842
2016,2,Misiones,29.239512823022,7.96497621687945
2016,2,Neuquén,59.098285533662,17.5941757650438
2016,2,Río Negro,46.2401130781274,14.2242913561553
2016,2,Salta,32.081726025082,7.77081242802712
2016,2,San Juan,27.3407815140911,6.96499758294645
2016,2,San Luis,9.60373385160232,2.74873045396768
2016,2,Santa Cruz,26.7289117253198,7.95535776752335
2016,2,Santa Fe,52.4364772593711,16.48911930902
2016,2,Santiago Del Estero,15.8889250473061,3.94345309540957
2016,2,Tierra Del Fuego,67.7182428825529,20.0813268442623
2016,2,Tucumán,37.2356828933842,9.22451233434258
2016,1,Buenos Aires,57.3359078225411,17.5350792164395
2016,1,Capital Federal,115.160058888848,43.7577841271835
2016,1,Catamarca,25.9102179811905,6.60687952691047
2016,1,Chaco,28.0751464477524,7.52473407557994
2016,1,Chubut,36.0927055378499,11.1159314993789
2016,1,Córdoba,55.2830927837402,16.9726662396085
2016,1,Corrientes,30.0807850041331,7.94060144931573
2016,1,Entre Ríos,43.8459681446623,13.1425400956748
2016,1,Formosa,19.0418783694349,4.85805369012364
2016,1,Jujuy,21.410011288564,5.49180026198814
2016,1,La Pampa,57.8408686550453,19.1017714242668
2016,1,La Rioja,16.8335183724942,4.49695820154003
2016,1,Mendoza,32.1233388880128,8.99056782533634
2016,1,Misiones,28.3676525909563,7.75121532265461
2016,1,Neuquén,55.7539370042541,16.6592100932178
2016,1,Río Negro,45.8351263870833,14.1492946047505
2016,1,Salta,31.3155459711532,7.61131509310719
2016,1,San Juan,27.3307941100043,6.98238758065924
2016,1,San Luis,9.58634628277021,2.75295018391838
2016,1,Santa Cruz,26.86586252145,8.05141980281112
2016,1,Santa Fe,51.2773408540762,16.1578043492324
2016,1,Santiago Del Estero,16.205749206822,4.03285507054127
2016,1,Tierra Del Fuego,65.8330416313501,19.6541853628346
2016,1,Tucumán,36.7247713663659,9.12710614274777
2015,4,Buenos Aires,58.2918218273372,17.6833488562859
2015,4,Capital Federal,118.130363211538,44.8329837809894
2015,4,Catamarca,26.2394517885919,6.64339437499843
2015,4,Chaco,28.3505662351414,7.53670916277073
2015,4,Chubut,36.8901782778659,11.2055521034806
2015,4,Córdoba,57.3648817660792,17.4691679941471
2015,4,Corrientes,30.3364314453388,7.95036315669479
2015,4,Entre Ríos,44.108548073001,13.1239623080906
2015,4,Formosa,19.0654915167863,4.83056312716579
2015,4,Jujuy,21.4714737939107,5.45834125160131
2015,4,La Pampa,58.7563372001228,19.2721612721497
2015,4,La Rioja,17.3157786484107,4.5777751342349
2015,4,Mendoza,32.4889524950014,9.01590756856533
2015,4,Misiones,28.6866588915424,7.76631710307749
2015,4,Neuquén,58.2893377687955,17.2263045298112
2015,4,Río Negro,46.4394811149431,14.1850246582903
2015,4,Salta,31.5934926480719,7.59985056808734
2015,4,San Juan,27.6648539357743,7.00715004316423
2015,4,San Luis,9.70576898450631,2.75929157725098
2015,4,Santa Cruz,27.7447690664797,8.143243109871939
2015,4,Santa Fe,52.6080897858581,16.4749431693188
2015,4,Santiago Del Estero,17.0049780380361,4.19782273142194
2015,4,Tierra Del Fuego,66.4622043362379,19.4419202409388
2015,4,Tucumán,37.0621732832959,9.12260741910043
2015,3,Buenos Aires,57.6886810560801,17.5478839831824
2015,3,Capital Federal,118.28921116432,44.9110922281475
2015,3,Catamarca,25.8637811846376,6.56384739614516
2015,3,Chaco,27.9630727934794,7.4540202988244
2015,3,Chubut,36.8118099146332,11.2335781697583
2015,3,Córdoba,57.0834037895185,17.4307349890253
2015,3,Corrientes,30.167412409019,7.92519113592012
2015,3,Entre Ríos,43.6771816352633,13.027710914374
2015,3,Formosa,18.8367517737853,4.78363992388097
2015,3,Jujuy,21.2703333470887,5.42345455542757
2015,3,La Pampa,57.9639597509152,19.055588379965
2015,3,La Rioja,17.1511294420325,4.55007908580606
2015,3,Mendoza,32.4919958318665,9.04240199075449
2015,3,Misiones,28.3063450934369,7.68704138427488
2015,3,Neuquén,54.5993148967112,16.1952130313712
2015,3,Río Negro,46.3891866567451,14.2198456021744
2015,3,Salta,31.1759452128584,7.52537878306051
2015,3,San Juan,27.66538565566,7.02746288735124
2015,3,San Luis,9.70650326873876,2.76881185526522
2015,3,Santa Cruz,27.6060609834294,8.15935448203892
2015,3,Santa Fe,52.1459547408435,16.3639671637834
2015,3,Santiago Del Estero,17.1188225313532,4.2373027191788
2015,3,Tierra Del Fuego,74.8584578403385,22.0480211219742
2015,3,Tucumán,36.6103595277426,9.04046893117945
2015,2,Buenos Aires,56.8028056143921,17.325662544573
2015,2,Capital Federal,116.066270918604,44.0848542837935
2015,2,Catamarca,25.4534180446982,6.47514486431421
2015,2,Chaco,27.4645393883995,7.34122953862533
2015,2,Chubut,36.5824672045848,11.2156780993502
2015,2,Córdoba,55.8691635078182,17.1065201027829
2015,2,Corrientes,29.5840126681085,7.79082336835569
2015,2,Entre Ríos,42.9319790164588,12.8371812612236
2015,2,Formosa,18.3602672052786,4.67347848472179
2015,2,Jujuy,20.2872190775949,5.18839248135606
2015,2,La Pampa,56.7076652253,18.6853290469759
2015,2,La Rioja,16.8831909819638,4.49467875121494
2015,2,Mendoza,32.4919958318665,9.0682944930269
2015,2,Misiones,27.3476824488217,7.4498150149301
2015,2,Neuquén,53.1173365932314,15.8141751619626
2015,2,Río Negro,45.9761201343233,14.1434385659295
2015,2,Salta,30.4611238427009,7.3784438043808
2015,2,San Juan,27.6430534204585,7.04209707875153
2015,2,San Luis,9.70797183720366,2.77861844594083
2015,2,Santa Cruz,27.0722450274482,8.05806385021754
2015,2,Santa Fe,51.1765389086788,16.0930258586793
2015,2,Santiago Del Estero,17.1105666329829,4.24666870850714
2015,2,Tierra Del Fuego,74.5078743166472,22.0959537800472
2015,2,Tucumán,35.6877056091873,8.84118769070267
2015,1,Buenos Aires,56.3704843302674,17.241393436944
2015,1,Capital Federal,114.896997148903,43.658724990074
2015,1,Catamarca,25.1094663307876,6.40301699079434
2015,1,Chaco,26.6495912203056,7.14308917535775
2015,1,Chubut,37.6127806859079,11.5857987745568
2015,1,Córdoba,54.6973465018821,16.7936219024859
2015,1,Corrientes,28.9501912819093,7.64256876399628
2015,1,Entre Ríos,42.0651933735121,12.6093360869829
2015,1,Formosa,18.1227036739718,4.62384901660949
2015,1,Jujuy,19.6897136326236,5.05087991347104
2015,1,La Pampa,55.5080323273377,18.332348933632
2015,1,La Rioja,16.7032017874138,4.46232446314409
2015,1,Mendoza,32.3658875605183,9.05923641753412
2015,1,Misiones,26.3056041051906,7.18848302796675
2015,1,Neuquén,51.9544367381025,15.5262500689212
2015,1,Río Negro,45.3269490720278,13.9938752623861
2015,1,Salta,30.0097882334428,7.29464296478474
2015,1,San Juan,27.5531927597664,7.03958245314213
2015,1,San Luis,9.71604896376059,2.79040145762204
2015,1,Santa Cruz,27.9948639434945,8.39189695742154
2015,1,Santa Fe,50.2444947593192,15.8327732920364
2015,1,Santiago Del Estero,17.0558169911586,4.24446895477843
2015,1,Tierra Del Fuego,74.2349517001027,22.1671547645866
2015,1,Tucumán,35.0786068853898,8.71860866450986
2014,4,Buenos Aires,56.0943365301975,17.0147634301905
2014,4,Capital Federal,114.896765508016,43.6046206766365
2014,4,Catamarca,25.513779082748,6.45925498005949
2014,4,Chaco,21.8707832002322,5.81368220415458
2014,4,Chubut,40.2492746845027,12.2235557846192
2014,4,Córdoba,54.696896793323,16.6557073313017
2014,4,Corrientes,23.5624309927751,6.17465506597043
2014,4,Entre Ríos,36.0254708519679,10.7183280951834
2014,4,Formosa,17.9563113616952,4.5491629692892
2014,4,Jujuy,19.5994181805212,4.98200351211736
2014,4,La Pampa,51.2731334522286,16.8165246239874
2014,4,La Rioja,17.0107508872361,4.49690190272523
2014,4,Mendoza,32.6383818761503,9.05637770520934
2014,4,Misiones,24.1624306055883,6.54066222204155
2014,4,Neuquén,52.5549896972496,15.5286641207705
2014,4,Río Negro,45.478062751204,13.8895301858479
2014,4,Salta,29.534861619578,7.10378588301479
2014,4,San Juan,28.0371457145607,7.10096175461973
2014,4,San Luis,9.7863933663512,2.7819569555272
2014,4,Santa Cruz,27.8026789696523,8.15757414246012
2014,4,Santa Fe,49.9996230234827,15.6575328569008
2014,4,Santiago Del Estero,17.2692015836451,4.26296198713424
2014,4,Tierra Del Fuego,66.1378194733832,19.3418822807275
2014,4,Tucumán,35.3208751693282,8.69321535229523
2014,3,Buenos Aires,56.754739164071,17.262998432341
2014,3,Capital Federal,113.800512332415,43.2063995929272
2014,3,Catamarca,24.7061213053276,6.26989025279194
2014,3,Chaco,21.1126667052624,5.62775722230021
2014,3,Chubut,40.5986709442745,12.3882340714514
2014,3,Córdoba,54.2336102829994,16.5601374978714
2014,3,Corrientes,22.7875350351524,5.98628267191169
2014,3,Entre Ríos,34.981647333713,10.4338264358501
2014,3,Formosa,17.7713148314683,4.51292526712683
2014,3,Jujuy,18.3685342155704,4.68339443034039
2014,3,La Pampa,55.7812017385042,18.3375340019153
2014,3,La Rioja,16.5067132740672,4.37903587474791
2014,3,Mendoza,32.3131795616557,8.99223693701461
2014,3,Misiones,23.5673569543455,6.39977366685188
2014,3,Neuquén,56.3954110270698,16.7266886493093
2014,3,Río Negro,46.1961871578301,14.1599328062096
2014,3,Salta,29.2226843537979,7.05354927369401
2014,3,San Juan,27.8542444781027,7.07524804156139
2014,3,San Luis,9.71121075967275,2.77005134128578
2014,3,Santa Cruz,28.231942904275,8.34323913237982
2014,3,Santa Fe,49.1958844455727,15.4379886546179
2014,3,Santiago Del Estero,16.4922039083019,4.08216959029359
2014,3,Tierra Del Fuego,65.6861020447619,19.3443922627806
2014,3,Tucumán,33.9437558222181,8.38167843005843
2014,2,Buenos Aires,55.0614169514339,16.7949254349917
2014,2,Capital Federal,113.14335247541,42.9747769614274
2014,2,Catamarca,24.7031188600584,6.28435543538314
2014,2,Chaco,20.9579963674944,5.60212756727661
2014,2,Chubut,41.4102098199126,12.6962893613957
2014,2,Córdoba,53.448126115626,16.3654084204053
2014,2,Corrientes,22.5756130032436,5.94526705446853
2014,2,Entre Ríos,34.6874323714598,10.3720720658694
2014,2,Formosa,17.5404117548517,4.46486967289597
2014,2,Jujuy,18.7060609994136,4.78409543407859
2014,2,La Pampa,49.7075961603446,16.3790489033622
2014,2,La Rioja,16.5025648163457,4.39338341878784
2014,2,Mendoza,32.0982381502412,8.95860097015214
2014,2,Misiones,23.3677476012998,6.36580742599405
2014,2,Neuquén,50.8427490584487,15.1375680294983
2014,2,Río Negro,45.3349103201463,13.9465694232689
2014,2,Salta,28.9145940008629,7.00401550152647
2014,2,San Juan,27.7826978179589,7.07777106262497
2014,2,San Luis,9.71791019987182,2.78151226486048
2014,2,Santa Cruz,29.3770071530543,8.7446731811569
2014,2,Santa Fe,48.3903513867014,15.2169574282303
2014,2,Santiago Del Estero,16.6955673473544,4.14368314793901
2014,2,Tierra Del Fuego,64.3560451715994,19.0863143365562
2014,2,Tucumán,33.9445268856823,8.40948858817327
2014,1,Buenos Aires,54.5700728794398,16.692346018019
2014,1,Capital Federal,112.254122789269,42.6550716305864
2014,1,Catamarca,24.2517512545856,6.1846145207766
2014,1,Chaco,20.7185388638408,5.55367146370263
2014,1,Chubut,41.2352180797243,12.7035901332393
2014,1,Córdoba,52.5178475440063,16.1251831437494
2014,1,Corrientes,22.3167167138389,5.89170828868197
2014,1,Entre Ríos,34.3671218212502,10.3022471048393
2014,1,Formosa,17.4184510793687,4.44446775479377
2014,1,Jujuy,18.4153524468777,4.72430277882911
2014,1,La Pampa,48.425321038282,15.9940619540067
2014,1,La Rioja,16.2941048158375,4.35317490004406
2014,1,Mendoza,31.9131229866058,8.93331832282328
2014,1,Misiones,23.1365386484773,6.32316098194971
2014,1,Neuquén,49.7916051913856,14.8822657665075
2014,1,Río Negro,44.9139571317885,13.867842232252
